49bb5a3c944b8fc337981cc7a9ccae41u31d7,4,3,1.3333333333333333,0.946394630357186,0.00017351907208871446,0,0.0,0,0.0,3,0.946394630357186,2,0.8112781244591328,4,4
a921612b85a1494456e74c09393ccb65ylp4y,3,2,1.5,0.9182958340544894,0.002450607902735562,1,0.3333333333333333,1,0.5,2,0.9182958340544894,3,0.9999999999999998,2,0
6b601e72a4d264dab9ace9d7b229b47479v6i,17,14,1.2142857142857142,0.9808703788407279,0.004283401462088071,1,0.058823529411764705,1,0.07142857142857142,3,0.8846148739279864,4,0.9256134079485959,4,2
eaf0ed0afc9689779417274b4791726cn5udi,148,90,1.6444444444444444,0.9187948644050227,0.0033859179341574007,5,0.033783783783783786,5,0.05555555555555555,14,0.6241403359882801,81,0.9176315459781981,129,104
cdecd8d02ed8c6037e38042c7745f688mx5sf,23,20,1.15,0.9862941486421735,0.03559721396611713,0,0.0,0,0.0,2,0.5586293734521992,17,0.9790481237495696,17,9
d4aed439bdc854a56fc6cc3bdb986775w7hxw,232,96,2.4166666666666665,0.8954668122882806,0.006514962849176978,11,0.04741379310344827,5,0.052083333333333336,21,0.7093760445902729,87,0.8745871988401258,140,117
ed591299b162a19ff77f0479495831b31hl1q,4,4,1.0,1.0,0.004860555047027552,0,0.0,0,0.0,1,1,4,1.0,4,3
eebdee08b0f67283126ef60307f49680sb9va,383,158,2.4240506329113924,0.8515405273000549,0.00431411758509091,9,0.02349869451697128,8,0.05063291139240506,27,0.5964314384341197,141,0.8879840958936562,260,193
6887f0abc4eb4c79eb0e23c48ceea186vjfih,1,1,1.0,1,1.8609948506272482e-06,0,0.0,0,0.0,1,1,1,1,1,1
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,127,17,7.470588235294118,0.31524956006202287,0.0018323743598288842,2,0.015748031496062992,2,0.11764705882352941,22,0.6525479876434,56,0.9233397522632795,119,65
3bdce1c10890630c287cc3f758ae0dc3ddpu8,118,12,9.833333333333334,0.8169490272992515,0.07431547620419415,84,0.711864406779661,8,0.6666666666666666,1,1,3,0.20381430754839233,1,1
