91a3c57b13234af24875c56fb7e2b2f4rb56a,24,18,1.3333333333333333,0.9720819567247931,0.02954716586090308,1,0.041666666666666664,1,0.05555555555555555,6,0.7466862542189245,14,0.9085435920320823,20,14
624f258b49e77713fc34034560f93fb3hu3jo,3,1,3.0,1,1.4359151086987736e-05,0,0.0,0,0.0,1,1,2,0.9182958340544894,3,0
1c5f4fc669099bfbfac515cd26997bd12ruaj,4,4,1.0,1.0,0.0014057628865748585,0,0.0,0,0.0,1,1,2,0.8112781244591328,4,4
4bee9aba2abda51bf43d639013d6efe12iycd,1,1,1.0,1,0.0005830903790087463,0,0.0,0,0.0,1,1,1,1,1,1
4ab12bc61c82ddd9c2d65e60555808acqgos1,155,23,6.739130434782608,0.7880120149243514,0.0017628900822294776,5,0.03225806451612903,1,0.043478260869565216,2,0.05622035839027107,53,0.8605196502952598,123,52
7eaefc97fbf6af12e930528151f86eb91bafh,1,1,1.0,1,4.786383695662579e-06,0,0.0,0,0.0,1,1,1,1,1,1
25558d24bca82beef0f9db4ba1fe2045ynnvq,8,8,1.0,1.0,0.001284261707696418,0,0.0,0,0.0,1,1,2,0.954434002924965,3,3
88ae7a35e374a6fddd079ebb28c822eeohwse,34,10,3.4,0.9307605328960207,0.010731658485038674,1,0.029411764705882353,1,0.1,3,0.72297396014751,3,0.24075048345657657,32,5
57db69e32163f3e486dc6ef7d615aa12usje6,2,2,1.0,1.0,0.00015374280059361856,0,0.0,0,0.0,1,1,2,1.0,2,2
d1be739798ba0745a1fd72ac918a9f1929hei,14,10,1.4,0.95787919662003,0.0003078442490338364,0,0.0,0,0.0,5,0.7551630862513187,11,0.9611009333744398,12,11
0a6ba32afe4756995db2f5cf2461cddbvj445,6,3,2.0,0.920619835714305,0.005363409203516995,0,0.0,0,0.0,3,0.920619835714305,4,0.8962406251802889,4,4
fa64831ab5ade55daee13f852c16b0a84ujt0,888,126,7.0476190476190474,0.37386652407556586,0.0018555580227804247,11,0.012387387387387387,5,0.03968253968253968,53,0.48292371811354695,173,0.8048789952993357,641,439
3f3a3705be5ea07b9ba7ee646ed756fbssuo7,2,2,1.0,1.0,0.0003490680699066988,0,0.0,0,0.0,1,1,2,1.0,2,1
1b26a52e1e5980c8487bb35cf5027fdfwfnzp,2,2,1.0,1.0,0.0021164278985154146,0,0.0,0,0.0,1,1,2,1.0,2,2
c0549e76b179912d52a28c3eb9b29376yaxvu,2,2,1.0,1.0,0.0031181712404574737,0,0.0,0,0.0,2,1.0,2,1.0,2,2
